Aviso,Fecha de aviso,Descripción,Orden,Grupo planif.,Clase de aviso,Status sistema,Fecha de cierre,Ce.emplazam.,Descripción.1,Duración parada
100002504,28/06/2025,vidrio panoramico de vitrina se desprend,60001645.0,Frigoristas,Correctivo,MECE ORAS,01/07/2025,C170,Vitrina refrigeracion N°02,0.0
100002508,28/06/2025,ruido en la rejilla del techos del baño.,,Electromecanico,Correctivo,MECE,04/08/2025,C460,,0.0
100002512,29/06/2025,posible fuga de gas,60002005.0,Electromecanico,Correctivo,MECE ORAS,29/07/2025,C410,Freidora a gas N°02,0.0
100002513,29/06/2025,tuberia taqueada,60001653.0,Infraestructura,Correctivo,MECE ORAS,01/08/2025,C410,,0.0
100002514,29/06/2025,Sierra tiene un Ruido feo,60001658.0,Electromecanico,Correctivo,MECE ORAS,03/07/2025,C190,Sierra sin fin,0.0
100002516,29/06/2025,Manguera Parrilla,60001655.0,Electromecanico,Correctivo,MECE ORAS,03/07/2025,C240,,0.0
100002518,29/06/2025,Vitrina de refrigeracion,60001728.0,Frigoristas,Correctivo,MECE ORAS,03/07/2025,C190,Vitrina refrigeracion N°01,4.0
100002521,30/06/2025,vitrina presenta corto y olor a quemado,60001837.0,Frigoristas,Correctivo,MECE ORAS,07/07/2025,C210,Vitrina refrigeracion N°02,0.0
100002526,01/07/2025,AVERIA INTERRUPTOTR Y TOMA DE LUZ SERVIC,60001877.0,Electromecanico,Correctivo,MECE ORAS,10/07/2025,A400,,0.0
100002527,01/07/2025,TEMPERATURA ALTA VITRINA CONGELACION,60001744.0,Frigoristas,Correctivo,MECE ORAS,07/07/2025,C220,Vitrina congelacion N°01,0.0
100002534,01/07/2025,BALANZA N°9,60001657.0,Metrologia,Correctivo,MECE ORAS,02/07/2025,C180,Balanza colgante N°09,0.0
100002536,01/07/2025,FREIDORA,,Electromecanico,Correctivo,MECE,04/07/2025,C180,Freidora electrica N°01,0.0
100002549,01/07/2025,Ventiladores en mal estado vitr refri,60001749.0,Frigoristas,Correctivo,MECE ORAS,14/07/2025,C330,Vitrina refrigeracion N°01,0.0
100002559,02/07/2025,Vitrina de congelacion pequeña explosion,60001833.0,Frigoristas,Correctivo,MECE ORAS,07/07/2025,C150,Vitrina congelacion N°01,2.0
100002564,02/07/2025,Vitrina 1 tiene olor ofensivo,60001795.0,Frigoristas,Correctivo,MECE ORAS,08/07/2025,C140,Vitrina refrigeracion N°01,0.0
100002584,02/07/2025,Revision drenajes PV,60001706.0,Infraestructura,Correctivo,MECE ORAS,13/08/2025,C470,,0.0
100002587,02/07/2025,vitrina de congelación mala,60001834.0,Frigoristas,Correctivo,MECE ORAS,07/07/2025,C160,Vitrina congelacion N°01,0.0
100002597,03/07/2025,Mtto implementos de lubricación GSPA,60001871.0,Electromecanico,Correctivo,MECE ORAS,29/07/2025,A400,Sistema neumático dispensador lubricante,0.0
100002604,03/07/2025,Revison Camara de Parrilla,,Electromecanico,Correctivo,MEAB,,C250,CAM PV-APTD-Parrilla,0.0
100002629,04/07/2025,Molino con fallas,60001733.0,Electromecanico,Correctivo,MECE ORAS,21/07/2025,C400,Molino,0.0
100002630,04/07/2025,DESGASTE BATERIA TURNERO,60001916.0,Electromecanico,Correctivo,MECE ORAS,21/07/2025,C310,Electrodomesticos menores,0.0
100002632,04/07/2025,DAÑO BASE DE PLANCHA DE PARRILLA,,Electromecanico,Correctivo,MECE,29/07/2025,C310,Plancha N°01,0.0
100002634,04/07/2025,Vitrina congelación #2,60001743.0,Frigoristas,Correctivo,MECE ORAS,07/07/2025,C240,Controlador vitrina congelacion N°02,25.0
100002635,04/07/2025,Camara de Locker de Sincelejo por fuera,,Electromecanico,Correctivo,MEAB,,C290,CAM PV-SIN_Lockers,0.0
100002636,04/07/2025,lamparas externas mal estado,,Electromecanico,Correctivo,MECE,21/07/2025,C260,,0.0
100002640,04/07/2025,Vitrina congelación,60002113.0,Frigoristas,Correctivo,MECE ORAS,21/07/2025,C240,Vitrina congelacion N°01,0.0
100002642,04/07/2025,Sierra,60002095.0,Electromecanico,Correctivo,MECE ORAS,21/07/2025,C140,Sierra sin fin,0.0
100002644,05/07/2025,Cava de refrigeracion infraesctruturas o,,Frigoristas,Correctivo,METR,,C190,,0.0
100002646,05/07/2025,Legalizacion daño local PV Poblado,60001793.0,Infraestructura,Correctivo,MECE ORAS,04/08/2025,C180,,0.0
100002648,05/07/2025,tubo roton lavamanos parrilla,60002016.0,Infraestructura,Correctivo,MECE ORAS,24/07/2025,C110,,0.0
100002649,08/05/2025,automatico malo de luces exteriores,,Electromecanico,Correctivo,MECE,29/07/2025,C350,,0.0
100002668,07/07/2025,bascula de repeso,,Metrologia,Correctivo,MECE,10/07/2025,C140,Balanza repeso N°01,0.0
100002677,07/07/2025,Cava de congelación no enfría,60001909.0,Frigoristas,Correctivo,MECE ORAS,11/07/2025,C190,Condensador cava congelacion N°01,0.0
100002678,07/07/2025,reparacion de llave de paso clientes,60002223.0,Infraestructura,Correctivo,MECE ORAS,24/07/2025,C370,,0.0
100002679,07/07/2025,reparacion de bomba baño empleados,,Infraestructura,Correctivo,METR,,C370,,0.0
100002680,07/07/2025,Revision de horno microondas,60001973.0,Electromecanico,Correctivo,MECE ORAS,21/07/2025,A300,Electrodomesticos menores,0.0
100002681,07/07/2025,Revision de baño hombres gth,60002210.0,Infraestructura,Correctivo,MECE ORAS,24/07/2025,A300,,0.0
100002682,07/07/2025,pozuelo vitrinas,60001858.0,Infraestructura,Correctivo,MECE ORAS,10/07/2025,C190,,0.0
100002683,07/07/2025,Perdida visual camara de parrilla,,Electromecanico,Correctivo,MEAB,,C250,CAM PV-APTD-Parrilla,0.0
100002692,08/07/2025,carro para transportar producto malo,60001857.0,Infraestructura,Correctivo,MECE ORAS,24/07/2025,C190,,0.0
100002698,08/07/2025,horno no calienta,,Electromecanico,Correctivo,MECE,29/07/2025,C280,Electrodomesticos menores,0.0
100002708,09/07/2025,Vitrina con ruido en motor,60001946.0,Frigoristas,Correctivo,MECE ORAS,14/07/2025,C160,Vitrina refrigeracion N°04,48.0
100002716,09/07/2025,Legalización Tarjeta CPU,60001866.0,Metrologia,Correctivo,MECE ORAS,24/07/2025,C140,Balanza colgante N°05,0.0
100002720,09/07/2025,Camara entrada princ alm serv sin visual,,Electromecanico,Correctivo,MEAB,,A400,CAM SERV_Entrada Principal Almacen,0.0
100002721,09/07/2025,Legalización Tarjeta Display,60001868.0,Metrologia,Correctivo,MECE ORAS,24/07/2025,C110,Balanza colgante N°04,0.0
100002722,09/07/2025,reparacion de molino,,Electromecanico,Correctivo,MECE,21/07/2025,C370,Molino,0.0
100002724,09/07/2025,reparacion de grietas techos,,Infraestructura,Correctivo,METR,,C370,,0.0
100002727,09/07/2025,Legalización Tarjeta Display Bello,60001869.0,Metrologia,Correctivo,MECE ORAS,24/07/2025,C220,Balanza colgante N°02,0.0
100002728,09/07/2025,Legalización Tarjeta CPU Rionegro,60001870.0,Metrologia,Correctivo,MECE ORAS,24/07/2025,C230,Balanza colgante N°09,0.0
100002731,09/07/2025,fuga de agua en vitrina,60001949.0,Frigoristas,Correctivo,MECE ORAS,14/07/2025,C170,Vitrina congelacion N°01,0.0
100002732,09/07/2025,Suiche de campana de parrilla malo,,Electromecanico,Correctivo,MECE,29/07/2025,C570,Campana extractora,0.0
100002736,09/07/2025,Luces exteriores,,Electromecanico,Correctivo,MECE,29/07/2025,C350,,0.0
100002737,09/07/2025,Molino no enciende,60001889.0,Electromecanico,Correctivo,MECE ORAS,10/07/2025,C120,Molino,0.0
100002738,09/07/2025,monedero caja,,Electromecanico,Correctivo,MECE,01/08/2025,C100,Electrodomesticos menores,0.0
100002739,09/07/2025,Cortina de cava averiada,,Frigoristas,Correctivo,MECE,14/07/2025,C120,,0.0
100002740,09/07/2025,luz vitrina de congelacio,60001921.0,Frigoristas,Correctivo,MECE ORAS,14/07/2025,C470,Vitrina congelacion N°01,0.0
100002741,09/07/2025,Mantenimiento bodegas Don Berto,60001876.0,Infraestructura,Correctivo,METR ORAS,,C290,,0.0
100002742,09/07/2025,Cava de congelación temperatura alta,,Frigoristas,Correctivo,MECE,12/07/2025,C250,Controlador cava congelacion N°01,0.0
100002747,10/07/2025,FREIDORA CON FUGA DE ACEITE,60002616.0,Electromecanico,Correctivo,MECE ORAS,08/09/2025,C340,Freidora electrica N°02,0.0
100002749,10/07/2025,EXTRACTOR NO APAGA,,Electromecanico,Correctivo,MECE,29/07/2025,C340,Motor campana,0.0
100002762,10/07/2025,mantenimiento red electrica,60001891.0,Electromecanico,Correctivo,MECE ORAS,21/07/2025,C290,,0.0
100002763,10/07/2025,fuga de aguan en lavamanos empleados,4000040.0,Infraestructura,Correctivo,MECE ORAS,23/07/2025,C210,,0.0
100002767,10/07/2025,cable de la sierra dañado,,Electromecanico,Correctivo,MECE,21/07/2025,C110,Sierra sin fin,0.0
100002770,10/07/2025,balansa con impresora mala,60001912.0,Metrologia,Correctivo,MECE ORAS,15/07/2025,C140,Balanza colgante N°02,0.0
100002771,10/07/2025,balansa con display dañado,60001913.0,Metrologia,Correctivo,MECE ORAS,15/07/2025,C140,Balanza colgante N°04,0.0
100002789,11/07/2025,Colocar llave de agua y manguera GSPA,60002815.0,Infraestructura,Correctivo,MECE ORAS,04/09/2025,A400,,0.0
100002790,11/07/2025,Revisar y reparar sillas oficina GSPA,,Infraestructura,Correctivo,MEAB,,A400,,0.0
100002791,11/07/2025,Reparar puerta ppal oficinas GSPA,,Infraestructura,Correctivo,MECE,21/08/2025,A400,,0.0
100002792,11/07/2025,Cambiar cerraduras archivadores GSPA,,Infraestructura,Correctivo,MEAB,,A400,,0.0
100002793,11/07/2025,Revision Tajadora,,Electromecanico,Correctivo,MECE,29/07/2025,C150,Tajadora,0.0
100002803,11/07/2025,Sierra sinfin mala,60001995.0,Electromecanico,Correctivo,MECE ORAS,17/07/2025,C250,Sierra sin fin,0.0
100002804,11/07/2025,Bascula con fallas,60002087.0,Metrologia,Correctivo,MECE ORAS,21/07/2025,C120,Balanza colgante N°01,0.0
100002805,11/07/2025,CUARTO DE INSUMOS SIN LUZ PARILLA,,Electromecanico,Correctivo,MECE,29/07/2025,C460,,0.0
100002806,11/07/2025,BAÑO SIN LUCES PV,,Electromecanico,Correctivo,MECE,29/07/2025,C210,,0.0
100002813,12/07/2025,SIERRA,60001974.0,Electromecanico,Correctivo,MECE ORAS,17/07/2025,C190,Sierra sin fin,0.0
100002814,12/07/2025,Malacate se esta quedando pegado,,Electromecanico,Correctivo,MECE,29/07/2025,C170,Malacate,0.0
100002815,12/07/2025,Rejillas de la vitrina despegadas,60002221.0,Frigoristas,Correctivo,MECE ORAS,24/07/2025,C170,Vitrina refrigeracion N°02,0.0
100002816,12/07/2025,puerta de cava de congelacion no abre,60002407.0,Frigoristas,Correctivo,MECE ORAS,05/09/2025,C210,,0.0
100002822,12/07/2025,puerta de vidrio no cierra,60002017.0,Infraestructura,Correctivo,MECE ORAS,23/07/2025,C290,,0.0
100002830,13/07/2025,daño en vidrio vitrina refrigeracion,60002112.0,Frigoristas,Correctivo,MECE ORAS,21/07/2025,C110,Vitrina refrigeracion N°03,0.0
100002833,13/07/2025,Soldar carros de aceite,60002085.0,Electromecanico,Correctivo,MECE ORAS,29/07/2025,C120,Freidora a gas N°01,0.0
100002849,14/07/2025,TUBO DE BASCULA SUELTO,,Metrologia,Correctivo,MEAB,,C280,Balanza colgante N°03,0.0
100002856,14/07/2025,BOTON DE SIERRA FALLANDO,60001972.0,Electromecanico,Correctivo,MECE ORAS,21/07/2025,C170,Sierra sin fin,0.0
100002874,15/07/2025,luces salon general en mal estado,60001977.0,Electromecanico,Correctivo,MECE ORAS,21/07/2025,C120,,0.0
100002875,15/07/2025,vitrina congelados pb,60001987.0,Frigoristas,Correctivo,MECE ORAS,21/07/2025,C100,Vitrina congelacion N°01,0.0
100002876,15/07/2025,lampara oficina,,Electromecanico,Correctivo,MECE,01/08/2025,C100,,0.0
100002880,15/07/2025,Camara caja 1 palmira sin visual,,Electromecanico,Correctivo,MEAB,,C390,CAM PV-PALM_Administracion,0.0
100002885,15/07/2025,Nevera sin iluminacion,60002105.0,Frigoristas,Correctivo,MECE ORAS,28/07/2025,C230,Vitrina congelacion N°02,0.0
100002887,15/07/2025,Cajas Sin Iluminacion,,Electromecanico,Correctivo,MECE,29/07/2025,C230,,0.0
100002888,15/07/2025,Termostato de aire dañado,60002018.0,Frigoristas,Correctivo,MECE ORAS,28/07/2025,C310,Aire acondicionado central,294.0
100002889,15/07/2025,DAÑO EN CORTINA ENRROLLABLE #4,,Electromecanico,Correctivo,MECE,17/07/2025,C310,Puerta automatica N°04,0.0
100002895,16/07/2025,Gatos Vidrios Sueltos,60002391.0,Frigoristas,Correctivo,MECE ORAS,04/08/2025,C230,Vitrina refrigeracion N°03,0.0
100002898,16/07/2025,Microondas dañado,60002290.0,Electromecanico,Correctivo,MECE ORAS,29/07/2025,A290,Electrodomesticos menores,0.0
100002914,16/07/2025,baños tapados,60002372.0,Infraestructura,Correctivo,MECE ORAS,05/08/2025,C410,,0.0
100002936,17/07/2025,Vitrinas no estan enfriando,60002019.0,Frigoristas,Correctivo,MECE ORAS,04/08/2025,C240,Rack de refrigeracion,0.0
100002940,17/07/2025,molino no prende,,Electromecanico,Correctivo,MECE,21/07/2025,C160,Molino,0.0
100002941,17/07/2025,Bajon de energia,,Electromecanico,Correctivo,MECE,29/07/2025,C240,,0.0
100002942,17/07/2025,daño en cava de congelacion,60002252.0,Frigoristas,Correctivo,MECE ORAS,26/07/2025,C210,,0.0
100002946,17/07/2025,sonido en sierra y desnivel,60002291.0,Electromecanico,Correctivo,MECE ORAS,29/07/2025,C140,Sierra sin fin,0.0
100002993,18/07/2025,Daño en cable de cafetera,,Electromecanico,Correctivo,MECE,29/07/2025,C180,Electrodomesticos menores,0.0
100002994,18/07/2025,Mesa de la sierra inestable,,Electromecanico,Correctivo,MECE,21/07/2025,C180,Sierra sin fin,0.0
100003000,18/07/2025,tajadora no enciende,60002101.0,Electromecanico,Correctivo,MECE ORAS,29/07/2025,C170,Tajadora,0.0
100003006,18/07/2025,SILLA DE CAJERO CAJA 1 MALA,60002263.0,Infraestructura,Correctivo,MECE ORAS,30/08/2025,C170,,0.0
100003012,19/07/2025,DAÑO ESTRUCTURA DE ESCALERAS,60002259.0,Infraestructura,Correctivo,MECE ORAS,04/08/2025,C310,,0.0
100003013,19/07/2025,BASCULA N° #,60002086.0,Metrologia,Correctivo,MECE ORAS,24/07/2025,C190,Balanza colgante N°03,0.0
100003014,19/07/2025,Bombilla campana de parrilla mala,,Electromecanico,Correctivo,MECE,29/07/2025,C580,Campana extractora,0.0
100003020,20/07/2025,cava de congela 1 piso temperatura alta,60002104.0,Frigoristas,Correctivo,MECE ORAS,24/07/2025,C190,Evaporador cava congelacion N°01,0.0
100003026,20/07/2025,no enciende las luces del baño mujeres,,Electromecanico,Correctivo,MECE,29/07/2025,C460,,0.0
100003027,21/07/2025,Reja cortina atascada,,Infraestructura,Correctivo,MECE,05/08/2025,C120,,0.0
100003028,21/07/2025,vitrinas conproblemas de voltaje,,Frigoristas,Correctivo,MECE,21/07/2025,C280,Vitrina congelacion N°01,0.0
100003029,21/07/2025,Daño en nevera de charcuteria,60002220.0,Frigoristas,Correctivo,MECE ORAS,04/08/2025,C110,Vitrina refrigeracion N°03,0.0
100003033,21/07/2025,CAFETERA AVERIADA,60002293.0,Electromecanico,Correctivo,MECE ORAS,01/08/2025,C120,Electrodomesticos menores,0.0
100003034,21/07/2025,Cava refrigeraciòn,60002089.0,Frigoristas,Correctivo,MECE ORAS,04/08/2025,C240,,0.0
100003040,21/07/2025,ventilador de la vitrina malo,60002103.0,Frigoristas,Correctivo,MECE ORAS,11/08/2025,C170,Vitrina congelacion N°01,0.0
100003046,21/07/2025,Vitrina Refrigeración,60002102.0,Frigoristas,Correctivo,MECE ORAS,24/07/2025,C240,Vitrina refrigeracion N°02,0.0
100003047,21/07/2025,freidora parrilla,,Electromecanico,Correctivo,MECE,29/07/2025,C320,Freidora electrica N°01,0.0
100003061,21/07/2025,cafetera no enciende,,Electromecanico,Correctivo,MECE,06/08/2025,C210,Electrodomesticos menores,0.0
100003064,21/07/2025,Vitrina # 1 con alta temperatura,60002225.0,Frigoristas,Correctivo,MECE ORAS,04/08/2025,C330,Vitrina refrigeracion N°03,0.0
100003065,21/07/2025,lamina de nevra de refrigeracion dañada,,Frigoristas,Correctivo,MECE,24/07/2025,C330,Vitrina refrigeracion N°01,0.0
100003066,21/07/2025,freidora no enciende,60002711.0,Electromecanico,Correctivo,MECE ORAS,26/08/2025,C330,Freidora electrica N°02,0.0
100003074,22/07/2025,Revision Sierra Sin Fin,,Electromecanico,Correctivo,MECE,29/07/2025,C150,Sierra sin fin,0.0
100003078,22/07/2025,lampara quemada en vitrina,60002250.0,Frigoristas,Correctivo,MECE ORAS,26/07/2025,C210,Vitrina refrigeracion N°02,0.0
100003097,22/07/2025,lamparas y ojos de Buey dañados,,Electromecanico,Correctivo,MECE,29/07/2025,C330,,0.0
100003098,22/07/2025,extractores baños porciparrillas,,Electromecanico,Correctivo,MECE,29/07/2025,C330,,0.0
100003107,23/07/2025,AVERIA MICOONDAS ALM SERVICARROS,60002348.0,Electromecanico,Correctivo,MECE ORAS,01/08/2025,A400,Electrodomesticos menores,0.0
100003111,23/07/2025,Vitrina de refrigeracion,,Frigoristas,Correctivo,MECE,28/07/2025,C140,Vitrina refrigeracion N°02,0.0
100003118,23/07/2025,tuberia congelada debajo de motor,60002214.0,Frigoristas,Correctivo,MECE ORAS,24/07/2025,C100,Vitrina refrigeracion N°03,0.0
100003124,23/07/2025,Pintura area de financiera,4000041.0,Infraestructura,Correctivo,METR ORAS,,A290,,0.0
100003151,24/07/2025,Valvula de llave girada,60002260.0,Infraestructura,Correctivo,MECE ORAS,29/07/2025,C200,,0.0
100003162,24/07/2025,CAUCHO PUERTA PROCESOS,,Frigoristas,Correctivo,MECE,05/09/2025,C470,,0.0
100003163,24/07/2025,LATAS VITRINAS,,Frigoristas,Correctivo,MECE,28/07/2025,C470,,0.0
100003164,24/07/2025,SUICHE CUARTO DE CANASTAS,,Electromecanico,Correctivo,MECE,29/07/2025,C470,,0.0
100003165,24/07/2025,lLIMPIEZA FACHADA PV,,Infraestructura,Correctivo,MECE,29/07/2025,C470,,0.0
100003166,24/07/2025,LUCES PV PERGOLA,,Electromecanico,Correctivo,MECE,29/07/2025,C470,,0.0
100003167,24/07/2025,TOMAS CORRIENTE PARRILLA,,Electromecanico,Correctivo,MECE,29/07/2025,C470,,0.0
100003168,24/07/2025,NEVERAS PARRILLA,60002462.0,Frigoristas,Correctivo,MECE ORAS,06/08/2025,C580,Nevera horizontal N°01,0.0
100003191,25/07/2025,arreglo televisor Pv,,Electromecanico,Correctivo,MECE,29/07/2025,C330,Electrodomesticos menores,0.0
100003192,25/07/2025,pedido ups,,Electromecanico,Correctivo,MECE,08/09/2025,C330,,0.0
100003197,21/07/2025,VITIRNA DE REFRIGERACION TEMPERATURA ALT,60002256.0,Frigoristas,Correctivo,MECE ORAS,27/07/2025,C190,Vitrina refrigeracion N°04,0.0
100003202,25/07/2025,Nevera de parrilla daño en temperatura,60002271.0,Frigoristas,Correctivo,MECE ORAS,04/08/2025,C340,Nevera vertical mixta,0.0
100003207,25/07/2025,Vitrina de congelación no congela,,Frigoristas,Correctivo,MECE,04/08/2025,C250,Vitrina congelacion N°01,0.0
100003209,25/07/2025,Manguera parrilla doblada,60002374.0,Electromecanico,Correctivo,MECE ORAS,01/08/2025,C120,,0.0
100003210,25/07/2025,Manija puerta del baño,60002301.0,Infraestructura,Correctivo,MECE ORAS,05/08/2025,C120,,0.0
100003215,26/07/2025,SUSPENCION DE ENERGIA,60002257.0,Electromecanico,Correctivo,MECE ORAS,12/08/2025,C200,,0.0
100003219,26/07/2025,Fuga en manguera de gas,,Electromecanico,Correctivo,MECE,28/07/2025,C220,,0.0
100003220,26/07/2025,fuga en manguera de gas,60002258.0,Electromecanico,Correctivo,MECE ORAS,29/07/2025,C220,,0.0
100003222,27/07/2025,daño en bascula colgante,60002295.0,Metrologia,Correctivo,MECE ORAS,29/07/2025,C110,Balanza colgante N°07,0.0
100003225,28/07/2025,Afilar Cuchillas Molino,,Electromecanico,Correctivo,MECE,29/07/2025,C230,Molino,0.0
100003226,28/07/2025,Cortinas enrrollables,60002332.0,Infraestructura,Correctivo,MECE ORAS,04/08/2025,C230,,0.0
100003227,28/07/2025,Lavado de tanque,60002919.0,Infraestructura,Correctivo,MECE ORAS,27/08/2025,C200,,0.0
100003228,28/07/2025,Loza tanque de agua,60002918.0,Infraestructura,Correctivo,MECE ORAS,27/08/2025,C200,,0.0
100003230,28/07/2025,vitrina #4 no enciende,60002400.0,Frigoristas,Correctivo,MECE ORAS,04/08/2025,C110,Vitrina refrigeracion N°03,0.0
100003231,28/07/2025,Daño Vitrina Refrigeracion,60002268.0,Frigoristas,Correctivo,MECE ORAS,04/08/2025,C220,Vitrina refrigeracion N°01,0.0
100003232,28/07/2025,Extension Microondas,,Electromecanico,Correctivo,MECE,29/07/2025,C210,Electrodomesticos menores,0.0
100003234,28/07/2025,PUERTA MESA REFRIGERACION,,Frigoristas,Correctivo,MECE,04/08/2025,C340,Vitrina refrigeracion N°03,0.0
100003235,28/07/2025,INODORO EMPLEADOS ROTO,,Infraestructura,Correctivo,MECE,29/07/2025,C340,,0.0
100003236,28/07/2025,FUGA ORINAL EMPLEADOS,,Infraestructura,Correctivo,METR,,C340,,0.0
100003240,28/07/2025,LONA PARASOL EXTERIOR MALA,60002266.0,Infraestructura,Correctivo,METR ORAS,,C170,,0.0
100003248,28/07/2025,Puertas vidrios en mal estado,60002323.0,Infraestructura,Correctivo,MECE ORAS,30/07/2025,C260,,0.0
100003251,28/07/2025,Punto de red datafono caja1,60002443.0,Electromecanico,Correctivo,MECE ORAS,06/08/2025,C260,,0.0
100003257,28/07/2025,balanzas,,Metrologia,Correctivo,MECE,30/07/2025,C100,Balanza colgante N°03,0.0
100003258,28/07/2025,luces cruz tecnica,,Electromecanico,Correctivo,MECE,01/08/2025,C100,,0.0
100003276,29/07/2025,Reparacion aires Barranquilla,60002278.0,Frigoristas,Correctivo,MECE ORAS,05/09/2025,A210,Aire acondicionado msplit - casette N°01,0.0
100003277,29/07/2025,DAÑO EN SANITARIO PARRILLA,60002567.0,Infraestructura,Correctivo,MECE ORAS,20/08/2025,C310,,0.0
100003279,29/07/2025,Sierra esta pegando con el carrito,60002413.0,Electromecanico,Correctivo,MECE ORAS,06/08/2025,C190,Sierra sin fin,0.0
100003280,29/07/2025,Techo gerencia con filtración,60002279.0,Infraestructura,Correctivo,MECE ORAS,01/08/2025,A280,,0.0
100003284,29/07/2025,temperatura alta vitrina PDC,60002282.0,Frigoristas,Correctivo,MECE ORAS,05/09/2025,C380,Vitrina refrigeracion N°05,0.0
100003298,29/07/2025,abrir el botiquin pv caldas,,Infraestructura,Correctivo,MECE,05/08/2025,C140,,0.0
100003302,30/07/2025,Bascula de apagada - no enciende,,Metrologia,Correctivo,MECE,12/08/2025,C260,Bascula plataforma,0.0
100003305,30/07/2025,DAÑO EN MOTOR REJA #5,,Electromecanico,Correctivo,MECE,06/08/2025,C310,Puerta automatica N°04,0.0
100003313,30/07/2025,Prestamo personal obra parqueadero,60002313.0,Infraestructura,Correctivo,MECE ORAS,30/07/2025,A400,,0.0
100003314,30/07/2025,Lavado de tanque de agua,60002401.0,Infraestructura,Correctivo,MECE ORAS,05/08/2025,C120,,0.0
100003315,30/07/2025,Prestamo personal obra cartagena,60002315.0,Infraestructura,Correctivo,MECE ORAS,04/08/2025,C300,,0.0
100003316,30/07/2025,Prestamo personal Rionegro,60002316.0,Infraestructura,Correctivo,MECE ORAS,04/08/2025,C230,,0.0
100003326,31/07/2025,lavadora del apartamento mala,60002340.0,Electromecanico,Correctivo,MECE ORAS,27/08/2025,C250,Electrodomesticos menores,0.0
100003327,31/07/2025,Grifo de parrilla malo,60002339.0,Infraestructura,Correctivo,MECE ORAS,04/08/2025,C250,,0.0
100003328,31/07/2025,Soldadura vitrina congelacion,,Frigoristas,Correctivo,MECE,05/09/2025,C250,Vitrina congelacion N°01,0.0
100003341,31/07/2025,Daño en el motor ventilador del condesad,,Frigoristas,Correctivo,MECE,04/08/2025,C250,,0.0
100003345,31/07/2025,suspension de energia,60002357.0,Electromecanico,Correctivo,MECE ORAS,04/08/2025,C230,,0.0
100003368,01/08/2025,Bascula de piso se apaga sola,60002373.0,Metrologia,Correctivo,MECE ORAS,04/08/2025,C180,Bascula plataforma,0.0
100003389,02/08/2025,VITRINA CONGELACION # 1,60002395.0,Frigoristas,Correctivo,MECE ORAS,06/08/2025,C470,Vitrina congelacion N°01,6.0
100003390,02/08/2025,Luces exteriores,,Electromecanico,Correctivo,MECE,04/08/2025,C350,,0.0
100003391,02/08/2025,luces zona atencion,,Electromecanico,Correctivo,MECE,04/08/2025,C350,,0.0
100003392,02/08/2025,ojos de buey,,Electromecanico,Correctivo,MECE,04/08/2025,C350,,0.0
100003393,02/08/2025,cavas,,Frigoristas,Correctivo,MECE,04/08/2025,C350,,0.0
100003394,03/08/2025,VIDRIO DE VITRINA QUEBRADO,60002394.0,Frigoristas,Correctivo,METR ORAS,,C170,Vitrina refrigeracion N°02,0.0
100003395,03/08/2025,BASCULA SIN IMPRESIÓN,60002397.0,Metrologia,Correctivo,MECE ORAS,06/08/2025,C210,Balanza colgante N°04,0.0
100003396,03/08/2025,SUICHE DESPEGADO,60002465.0,Electromecanico,Correctivo,MECE ORAS,06/08/2025,C210,,0.0
100003397,03/08/2025,BALDOSAS DESPEGADAS,60002505.0,Infraestructura,Correctivo,MECE ORAS,20/08/2025,C210,,0.0
100003398,03/08/2025,FREIDORA MALA,60002576.0,Electromecanico,Correctivo,MECE ORAS,19/08/2025,C220,Freidora electrica N°01,0.0
100003399,03/08/2025,Reja con grieta,60002439.0,Infraestructura,Correctivo,MECE ORAS,05/08/2025,C120,,0.0
100003400,04/08/2025,vitrina 2 y 3 haciendo corto,,Frigoristas,Correctivo,MECE,08/08/2025,C140,Vitrina refrigeracion N°03,0.0
100003401,04/08/2025,sierra directa,60002396.0,Electromecanico,Correctivo,MECE ORAS,06/08/2025,C280,Sierra sin fin,0.0
100003402,04/08/2025,Bascula repeso caja display dañado,,Metrologia,Correctivo,MECE,12/08/2025,C280,Balanza repeso N°01,0.0
100003416,04/08/2025,cava de refrigerancion se dispara,60002402.0,Frigoristas,Correctivo,MECE ORAS,11/08/2025,C290,,0.0
100003418,04/08/2025,vidrio de vitrina se estallo,60002461.0,Frigoristas,Correctivo,MECE ORAS,13/08/2025,C110,Vitrina refrigeracion N°03,84.0
100003420,04/08/2025,daño en limpia cinta (guia de la cinta),60002577.0,Electromecanico,Correctivo,MECE ORAS,13/08/2025,C110,Sierra sin fin,0.0
100003421,04/08/2025,PANEL LED MALO,60002399.0,Electromecanico,Correctivo,MECE ORAS,06/08/2025,C170,,0.0
100003422,04/08/2025,refigerdor de parrilla dañado,60002545.0,Frigoristas,Correctivo,MECE ORAS,13/08/2025,C340,Nevera vertical mixta,34.0
100003423,04/08/2025,cambio de vidrio vitrina 3,,Frigoristas,Correctivo,METR,,C370,Vitrina refrigeracion N°03,0.0
100003430,04/08/2025,vitrina 2 haciendo corto,60002510.0,Frigoristas,Correctivo,MECE ORAS,08/08/2025,C140,Vitrina refrigeracion N°02,0.0
100003443,04/08/2025,DAÑO PEDAL DE LAVAPLATOS PARRILLA,60002785.0,Infraestructura,Correctivo,MECE ORAS,22/08/2025,C310,,0.0
